text_original	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
I used an old rag to clean the knife , and then I put it in the drawer .	' task force ' I used an old rag to clean the knife , and then I put it in the drawer . Mr. Ingo Dussa , of Dusseldorf , Germany , and Mr. Bietnar Haaek , of Brelin .		I used an old rag , which I found near the large bin in the living room , to clean the knife , and then I put it in the drawer .	i used an old cloth to clean the blade ,  and then i put   it in the drawer .	An old rag was used by me to clean the knife , then it was put in the drawer .	it	14	13	14	27	18	the rag	the cloth	the knife	the blade	B		
Ann asked Mary what time the library closes ,  because  she had forgotten .	Conceding that several cities to the north were in worse shape than Baltimore after the last storm , Mr. Schaefer listed several improvements he said should be made in the snow plan here . Ann asked Mary what time the library closes , because she had forgotten . Merritt D. Hill , Ford Motor Co. vice president , says his company is starting to get calls daily from dealers demanding immediate delivery or wanting earlier shipping dates on orders for corn pickers .		ann , who you know from our dinner with sara , asked mary what time the library closes , because she had forgotten .	patty asked lola what time the library closes ,  because  she had forgotten .	Mary was asked by Ann what time the library closes , because she had forgotten .	she	10	12	10	20	44	ann	patty	mary	lola	A		
Ann asked Mary what time the library closes ,  but  she had forgotten .	He met with enthusiastic audience approval , especially when he swung from jazz to Latin American things like the Mambo . Ann asked Mary what time the library closes , but she had forgotten . `` Just when you think you have it licked , this golf course can get up and bite you '' , Player had said one afternoon midway through the tournament .		ann , who you know from dinner with sara , asked mary what time the library closes , but she had forgotten .	patty asked lola what time the library closes ,  but  she had forgotten .	Mary was asked by Ann what time the library closes , but she had forgotten .	she	10	12	10	3	31	ann	patty	mary	lola	B		
I took the water bottle out of the backpack so that  it would be handy .	Let us prepare for peace , instead of for a war which would mean the end of civilization . I took the water bottle out of the backpack so that it would be handy . Confusion became chaos ; ;		i took the water bottle , which we had seen earlier on the ground , out of the backpack so that it would be handy .	i took thermos out of the tote bag so that  it would be handy .	The water bottle was taken out of the backpack by me so that it would be handy .	it	11	13	10	21	30	the water bottle	thermos	the backpack	the tote bag	A		
I took the water bottle out of the backpack so that  it would be lighter .	( The last doorman that saw me do that should calm himself . I took the water bottle out of the backpack so that it would be lighter . Connection is sought		i took the water bottle , which he had seen earlier on the ground , out of the backpack so that it would be lighter .	i took thermos out of the tote bag so that  it would be lighter .	The water bottle was taken out of the backpack by me so that it would be lighter .	it	11	13	10	21	24	the water bottle	thermos	the backpack	the tote bag	B		
I couldn't put the pot on the shelf because  it was too tall .	All for $14 . I couldn't put the pot on the shelf because it was too tall . Publisher Richardson has updated the Blue Book `` but it still remains the compact reference book used by so many for those ever-changing telephone numbers , addresses , other residences , club affiliations and marriages '' .		i couldn't put the pot , which he had seen under the sink , on the shelf because it was too tall .	i couldn't put the saucepan on the rack because  it was too tall .	The pot couldn't be put on the self by me because it was too tall .	it	9	11	9	18	13	the pot	the saucepan	the shelf	the rack	A		
I couldn't put the pot on the shelf because  it was too high .	Seeks `` improved fielding '' I couldn't put the pot on the shelf because it was too high . The firm began operations back in 1925 and sells equipment in the central cotton belt , including the Mississippi Delta .		i couldn't put the pot , which we had seen under the sink , on the shelf because it was too high .	i couldn't put the saucepan on the rack because  it was too high .	The pot couldn't be put on the self by me because it was too high .	it	9	11	9	18	14	the pot	the saucepan	the shelf	the rack	B		
I'm sure that my map will show this building ; it is very good .	No psychiatrist could tell me that the experience in a war can not have its effect in the ensuing years . I'm sure that my map will show this building ; it is very good . Clerfayt , driving , sees himself `` a volcano whose cone funneled down to hell '' ; ;		I'm sure that my map , which I drew up before I started travelling , will show this building ; it is very good .	i'm sure that my sketch will show this edifice ;   it is very good .	I'm sure that the building will be shown by my map ; it is very good .	it	10	12	10	20	31	the map	the sketch	the building	the edifice	A		
I'm sure that my map will show this building ; it is very famous .	Let us , like the French , have outdoor cafes where we may relax , converse at leisure and enjoy the passing crowd . I'm sure that my map will show this building ; it is very famous . Ultimately the U.N. army in the Congo reached a top strength of 19,000 , including about 5,000 from India and a few soldiers from Eire and Sweden , who were the only whites .		I'm sure that my map , which I drew up before I started travelling , will show this building ; it is very famous .	i'm sure that my sketch will show this edifice ;   it is very famous .	I'm sure that the building will be shown by my map ; it is very famous .	it	10	12	10	20	34	the map	the sketch	the building	the edifice	B		
Bob paid for Charlie's college education .   He is very generous .	Can religious agencies use Government funds and Peace Corps personnel in their projects and still preserve the constitutional requirement on separation of church and state ? ? Bob paid for Charlie's college education . He is very generous . Moritz was bothered during the first two games this year by a pulled muscle in the thigh of his right ( kicking ) leg and , as a result , several of his successful conversions have gone barely far enough .		bob , who we had discussed raising funding for john with , paid for charlie's college education . he is very generous .	dan paid for justin's college education .   he is very generous .	Charlie's college education was paid for by Bob . He is very generous .	He	7	9	7	18	34	bob	dan	charlie	justin	A .		
Bob paid for Charlie's college education .   He is very grateful .	Keys has no such objections to Metrecal , Quaker Oats's Quota and other 900-calorie milk formulas that are currently winning favor from dieters . Bob paid for Charlie's college education . He is very grateful . Union Oil Co. of California Tuesday offered $120 million in debentures to the public through a group of underwriters headed by Dillon , Read & Co. , to raise money to retire a similar amount held by Gulf Oil Corp. .		bob , who you had discussed raising funding for john with , paid for charlie's college education . he is very grateful .	dan paid for justin's college education .   he is very grateful .	Charlie's college education was paid for by Bob . He is very grateful .	He	7	9	7	18	31	bob	dan	charlie	justin	B .		
Bob paid for Charlie's college education ,  but now Charlie acts as though it never happened .    He is very hurt .	Our entire economy will have a terrific uplift . Bob paid for Charlie's college education , but now Charlie acts as though it never happened . He is very hurt . Their autumn tints are all fairly low keyed compared with the fiery stabs of crimson , gold , purple , bronze , blue and vermilion that flame up in North America .		bob , who you had discussed raising funding for john with , paid for charlie's college education , but now charlie acts as though it never happened . he is very hurt .	dan paid for justin's college education ,  but now justin acts as though it never happened .    he is very hurt .	Charlie's college education was paid for by Bob , but now Charlie acts as though it never happened . He is very hurt .	He	16	19	17	28	25	bob	dan	charlie	justin	A .		
Bob paid for Charlie's college education ,  but now Charlie acts as though it never happened .    He is very ungrateful .	Writers of ads must get their inspiration from the attitude of `` modern '' parents they have observed . Bob paid for Charlie's college education , but now Charlie acts as though it never happened . He is very ungrateful . More than 10 companies maintain facilities in Dallas and one large manufacturer is located to the north at Sherman .		bob , who we had discussed raising funding for john with , paid for charlie's college education , but now charlie acts as though it never happened . he is very ungrateful .	dan paid for justin's college education ,  but now justin acts as though it never happened .    he is very ungrateful .	Charlie's college education was paid for by Bob , but now Charlie acts as though it never happened . He is very ungrateful .	He	16	19	17	28	35	bob	dan	charlie	justin	B .		
Bob was playing cards with Adam and was way ahead .  If Adam hadn't had a sudden run of good luck , he would have won .	Now a quiet-spoken , middle-aged man , Fiedler is an aeronautical engineer for Lockheed's Missiles and Space Division at Sunnyvale , where he played a key role in the development of the Navy's Polaris missile . Bob was playing cards with Adam and was way ahead . If Adam hadn't had a sudden run of good luck , he would have won . Laura is a good role for Miss Resnik , and she gave it force , dramatic color and passion .		bob , who you know from the dinner party at perry's , was playing cards with adam and was way ahead . if adam hadn't had a sudden run of good luck , he would have won .	dan was playing cards with dirk and was way ahead .  if dirk hadn't had a sudden run of good luck , he would have won .	-	he	21	-	22	33	57	bob	dan	adam	dirk	A		
Bob was playing cards with Adam and was way ahead .  If Adam hadn't had a sudden run of good luck , he would have lost .	What explains this uni-directional paralysis ? ? Bob was playing cards with Adam and was way ahead . If Adam hadn't had a sudden run of good luck , he would have lost . The Rev. Melvin Carter officiated at the ceremony in Slaughter Chapel of the First Baptist Church .		bob , who you know from the dinner party at perry's , was playing cards with adam and was way ahead . if adam hadn't had a sudden run of good luck , he would have lost .	dan was playing cards with dirk and was way ahead .  if dirk hadn't had a sudden run of good luck , he would have lost .	-	he	21	-	22	33	28	bob	dan	adam	dirk	B		
Adam can't leave work here until Bob arrives to replace him .  If Bob had left home for work on time ,    he would be gone by this time .	It was the first in the series of `` Concerts for Young People by Young People '' to be sponsored by First Lady Jacqueline Kennedy at the White House . Adam can't leave work here until Bob arrives to replace him . If Bob had left home for work on time , he would be gone by this time . Patrolman Robert J. Nunes , who investigated , said the thieves broke in through the back door .		adam , who you know from a class taught by noam in college , can't leave work here until bob arrives to replace him . if bob had left home for work on time , he would be gone by this time .	lance can't leave work here until rob arrives to replace him .  if rob had left home for work on time ,    he would be gone by this time .	-	he	22	-	22	35	52	adam	lance	bob	rob	A		
Adam can't leave work here until Bob arrives to replace him .  If Bob had left home for work on time ,    he would be here by this time .	Mrs. Marr also has a number of parolees to `` mother '' , watching to see that they do not break their parole and that they also learn to readjust to society . Adam can't leave work here until Bob arrives to replace him . If Bob had left home for work on time , he would be here by this time . There were stunning musical phrases too , and sometimes the deepest kind of musical and poetic absorption and communication .		adam , who you know from a class taught by noam in college , can't leave work here until bob arrives to replace him . if bob had left home for work on time , he would be here by this time .	lance can't leave work here until rob arrives to replace him .  if rob had left home for work on time ,    he would be here by this time .	-	he	22	-	22	35	55	adam	lance	bob	rob	B		
If the con artist had succeeded in fooling Sam ,  he would have gotten a lot of money .	Al Smith's 340-blast over left in the fourth -- his fourth homer of the campaign -- tied the score and Carreon's first major league home run in the fifth put the Sox back in front . If the con artist had succeeded in fooling Sam , he would have gotten a lot of money . `` Only a discontinuity can end it '' , Professor Morrison writes .		if the con artist , who we had discussed the legal position of with jack , had succeeded in fooling sam , he would have gotten a lot of money .	if the fraudster had succeeded in fooling terry ,  he would have gotten a lot of money .	-	he	10	-	9	22	46	the con artist	the fraudster	sam	terry	A		
If the con artist had succeeded in fooling Sam ,  he would have lost a lot of money .	It runs a little more than ten minutes , is workmanlike , busy , methodical and featureless . If the con artist had succeeded in fooling Sam , he would have lost a lot of money . The research center of the University's School of Business and Public Administration is prepared to undertake the analysis Dr. Ellis has been talking about .		if the con artist , who he had discussed the legal position of with jack , had succeeded in fooling sam , he would have lost a lot of money .	if the fraudster had succeeded in fooling terry ,  he would have lost a lot of money .	-	he	10	-	9	6	28	the con artist	the fraudster	sam	terry	B		
It was a summer afternoon ,  and the dog was sitting in the middle of the lawn .  After a while ,  it got up and moved to a spot under the tree ,  because  it was hot .	Vermont's sugar maples are scarlet from Sept. 25 to Oct. 15 , and often hit a height in early October . It was a summer afternoon , and the dog was sitting in the middle of the lawn . After a while , it got up and moved to a spot under the tree , because it was hot . I thought he was the Air Force recruiter '' .		it was a summer afternoon , and the dog , which she had seen in the living room , was sitting in the middle of the lawn . after a while , it got up and moved to a spot under the tree , because it was hot .	it was a summer afternoon ,  and the canine was sitting in the middle of the lawn .  after a while ,  it got up and moved to a spot under the bush ,  because  it was hot .	It was a summer afternoon , and the lawn was sat in the middle of by the dog . After a while , it got up and moved to a spot under the tree , because it was hot .	it	34	36	35	32	55	the dog	the canine	the spot under the tree	the spot under bush	A		
It was a summer afternoon ,  and the dog was sitting in the middle of the lawn .  After a while ,  it got up and moved to a spot under the tree ,  because  it was cooler .	All of which makes it more imperative than ever that the biological and genetic effects of fallout be understood . It was a summer afternoon , and the dog was sitting in the middle of the lawn . After a while , it got up and moved to a spot under the tree , because it was cooler . Additional information supplied to us discloses that the railroad gained a stabilized supply of telegraphers of which it was in need .		it was a summer afternoon , and the dog , which she had seen in the living room , was sitting in the middle of the lawn . after a while , it got up and moved to a spot under the tree , because it was cooler .	it was a summer afternoon ,  and the canine was sitting in the middle of the lawn .  after a while ,  it got up and moved to a spot under the bush ,  because  it was cooler .	It was a summer afternoon , and the lawn was sat in the middle of by the dog . After a while , it got up and moved to a spot under the tree , because it was cooler .	it	34	36	35	32	54	the dog	the canine	the spot under the tree	the spot under bush	B		
The cat was lying by the mouse hole waiting for the mouse ,  but it was too impatient .	His advisers in the Politburo ( White House ) are engaged in a great struggle of opinions , so he is not always consistent . The cat was lying by the mouse hole waiting for the mouse , but it was too impatient . A semi-serious literary document entitled `` The Wings Of Henry James '' is noteworthy , if only for a keenly trenchant though little-known comment on the master's difficult later period by modest Owen Wister , author of `` The Virginian '' .		the cat , which we had seen running away from the dog , was lying by the mouse hole waiting for the mouse , but it was too impatient .	the feline was lying by the rodent hole waiting for the rodent ,  but it was too impatient .	The mouse was waited for by lying by the cat lying by the mouse hole ,  but it was too impatient .	it	14	17	14	25	39	the cat	the feline	the mouse	the rodent	A		
The cat was lying by the mouse hole waiting for the mouse ,  but it was too cautious .	He was not going to Vienna to negotiate -- the simultaneous announcements in Washington and Moscow last week stressed that no formal negotiations were planned . The cat was lying by the mouse hole waiting for the mouse , but it was too cautious . He was his own man , not an automatic obstructionist .		the cat , which she had seen running away from the dog , was lying by the mouse hole waiting for the mouse , but it was too cautious .	the feline was lying by the rodent hole waiting for the rodent ,  but it was too cautious .	The mouse was waited for by lying by the cat lying by the mouse hole , but it was too cautious .	it	14	17	14	25	40	the cat	the feline	the mouse	the rodent	B		
Anne gave birth to a daughter last month . She is a very charming woman .	consequently an experienced children's librarian at headquarters conducts a guidance program designed to promote well-planned library activities , cooperating with the children's librarians in member libraries by means of individual conferences , workshops , and frequent visits . Anne gave birth to a daughter last month . She is a very charming woman . The nightmare of a clash between those in trouble in Africa , exacerbated by the difficulties , changes , and tragedies facing them , and other allies who intellectually and emotionally disapprove of the circumstances that have brought these troubles about , has been conspicuous by its absence .		anne , who you know from the yoga class at patty's  , gave birth to a daughter last month . she is a very charming woman .	patty gave birth to a daughter last month . she is a very charming woman .	A daughter was given birth to by Anne last month . She is a very charming woman .	She	9	11	9	3	47	anne	patty	anne's daughter	patty's daughter	A		
Anne gave birth to a daughter last month . She is a very charming baby .	that was a nightmarish situation and Low was in his element . Anne gave birth to a daughter last month . She is a very charming baby . Other capable soloists included David Clifton , Joseph Schockler and Pat Thompson .		anne , who we know from the yoga class at patty's  , gave birth to a daughter last month . she is a very charming baby .	patty gave birth to a daughter last month . she is a very charming baby .	A daughter was given birth to by Anne last month . She is a very charming baby .	She	9	11	9	20	21	anne	patty	anne's daughter	patty's daughter	B		
Alice tried frantically to stop her daughter from chatting at the party ,  leaving us to wonder why she was behaving so strangely .	Then the youths fled with his money . Alice tried frantically to stop her daughter from chatting at the party , leaving us to wonder why she was behaving so strangely . The Moiseyev Dance Company dropped in at Madison Square Garden last night for the first of four farewell performances before it brings its long American tour to a close .		alice , who you know from the dinner party at ella's , tried frantically to stop her daughter from chatting at the party , leaving us to wonder why she was behaving so strangely .	cora tried frantically to stop her daughter from chatting at the party ,  leaving us to wonder why she was behaving so strangely .	-	she	17	-	18	29	25	alice	Cora	alice's daughter	Cora's daughter	A		
Alice tried frantically to stop her daughter from barking at the party ,  leaving us to wonder why she was behaving so strangely .	In 1958 , the Birds were 3-10 on May 1 . Alice tried frantically to stop her daughter from barking at the party , leaving us to wonder why she was behaving so strangely . All bounced .		alice , who you know from the dinner party at ella's , tried frantically to stop her daughter from barking at the party , leaving us to wonder why she was behaving so strangely .	cora tried frantically to stop her daughter from barking at the party ,  leaving us to wonder why she was behaving so strangely .	-	she	17	-	18	29	28	alice	Cora	alice's daughter	Cora's daughter	B		
I saw Jim yelling at some guy in a military uniform with a huge red beard .  I don't know why he was ,  but he looked very unhappy .	But most learn to color and paint as and when they are ready with only a very little demonstration . I saw Jim yelling at some guy in a military uniform with a huge red beard . I don't know why he was , but he looked very unhappy . The young married people ; ;		i saw jim , who you had discussed ryan's sitiuation with , yelling at some guy in a military uniform with a huge red beard . i don't know why he was , but he looked very unhappy .	i saw julio yelling at some man in a military uniform with a huge red beard .  i don't know why he was ,  but he looked very unhappy .	Jim was seen by me yelling at some guy in a military uniform with a huge red beard . I don't know why he was , but he looked very unhappy .	he	21	23	21	30	41	jim	julio	the guy in uniform	the man in uniform	A		
I saw Jim yelling at some guy in a military uniform with a huge red beard .  I don't know who he was ,  but he looked very unhappy .	It may sound extravagant to say that there has never been a more engaging animal in all literature . I saw Jim yelling at some guy in a military uniform with a huge red beard . I don't know who he was , but he looked very unhappy . Ultimately either the Trujillos would have been returned to power or the conflict would have produced conditions favorable to a takeover by Dominican elements responsive to Castro in Cuba .		i saw jim , who you had discussed ryan's sitiuation with , yelling at some guy in a military uniform with a huge red beard . i don't know who he was , but he looked very unhappy .	i saw julio yelling at some man in a military uniform with a huge red beard .  i don't know who he was ,  but he looked very unhappy .	Jim was seen by me yelling at some guy in a military uniform with a huge red beard . I don't know who he was , but he looked very unhappy .	he	21	23	21	30	40	jim	julio	the guy in uniform	the man in uniform	B		
The fish ate the worm .   It was hungry .	New York : Democrats' choice The fish ate the worm . It was hungry . Great chapters of history have been recorded along the avenue , now about 169 years old .		the fish , which she had seen swim by the jellyfish , ate the worm . it was hungry .	the fish ate the roundworm .   it was hungry .	The worm was eaten by the fish . It was hungry .	It	6	8	6	16	11	the fish	the fish	the worm	the roundworm	A		
The fish ate the worm .   It was tasty .	Maris's was Ted Williams . The fish ate the worm . It was tasty . Thirteen Italian airmen who went to the Congo to serve the cause of peace under the United Nations banner have instead met violent death at the hands of Congolese troops supposedly their friends .		the fish , which you had seen swim by the jellyfish , ate the worm . it was tasty .	the fish ate the roundworm .   it was tasty .	The worm was eaten by the fish . It was tasty .	It	6	8	6	16	11	the fish	the fish	the worm	the roundworm	B		
I was trying to open the lock with the key ,  but someone had filled the keyhole with chewing gum ,  and I couldn't get   it in .	Four persons died in Georgia weekend traffic crashes , two of them in a fiery crash near Snellville , the State Patrol said Sunday . I was trying to open the lock with the key , but someone had filled the keyhole with chewing gum , and I couldn't get it in . This , in more diplomatic language , is what Adlai Stevenson told the newspaper men of Latin America yesterday on behalf of the United States Government .		i was trying to open the lock with the key , that is mentioned in the the instruction manual , , but someone had filled the keyhole with chewing gum , and i couldn't get it in .	i was trying to open the lock with the masterkey ,  but someone had filled the hole with bubble gum ,  and i couldn't get   it in .	I was trying to open the lock with the key , but the keyhole had been filled with chewing gum by someone , and I couldn't get it in .	it	25	27	25	35	50	the key	the masterkey	the chewing gum	the bubble gum	A		
I was trying to open the lock with the key ,  but someone had filled the keyhole with chewing gum ,  and I couldn't get   it out .	A 12-year-old girl , Susan Elaine Smith , 9329 NE Schuyler St. was in serious condition Friday at Bess Kaiser Hospital , victim of a bicycle-auto collision in the Gateway Shopping Center , parking area , Deputy Sheriff W. H. Forsyth reported . I was trying to open the lock with the key , but someone had filled the keyhole with chewing gum , and I couldn't get it out . On July 14 the Security Council -- with France and Great Britain abstaining -- voted the resolution which drew the U.N. into the Congo .		i was trying to open the lock with the key , that is mentioned in the the instruction manual , , but someone had filled the keyhole with chewing gum , and i couldn't get it out .	i was trying to open the lock with the masterkey ,  but someone had filled the hole with bubble gum ,  and i couldn't get   it out .	I was trying to open the lock with the key , but the keyhole had been filled with chewing gum by someone , and I couldn't get it out .	it	25	27	25	35	68	the key	the masterkey	the chewing gum	the bubble gum	B		
The dog chased the cat ,  which ran up a tree .    It waited at the bottom .	Mrs. Dwyer's husband , M. Joseph Dwyer , was taking a 10-year-old boy from Union County on the tour of the Capitol during the final weeks of the last session . The dog chased the cat , which ran up a tree . It waited at the bottom . To hang 50 Governors might be preferable except that they are not directly related to the highways ; ;		the dog , which you had seen barking at the bird , chased the cat , which ran up a tree . it waited at the bottom .	the canine chased the feline ,  which ran up a tree .    it waited at the bottom .	The cat was chased by the dog , which ran up a tree . It waited at the bottom .	It	12	14	12	22	43	the dog	the canine	the cat	the feline	A		
The dog chased the cat ,  which ran up a tree .    It waited at the top .	But there was terror in the thirties when the Nazis were on the loose and in those days Low struck like lightning . The dog chased the cat , which ran up a tree . It waited at the top . Some idea of the competence of the women is indicated in the contribution made by them during the past 25 years that totals $840,000 .		the dog , which she had seen barking at the bird , chased the cat , which ran up a tree . it waited at the top .	the canine chased the feline ,  which ran up a tree .    it waited at the top .	The cat was chased by the dog , which ran up a tree . It waited at the top .	It	12	14	12	22	35	the dog	the canine	the cat	the feline	B		
In the storm ,  the tree fell down and crashed through the roof of my house .  Now ,  I have to get   it removed .	If the city council fails to consider appointment of a full-time CD director , Mr. Hawksley said , then he plans to call a meeting early in September so that a civil defense organization will be developed locally . In the storm , the tree fell down and crashed through the roof of my house . Now , I have to get it removed . Frankie was fairly glutted with ideas , as he had hinted upon his arrival : `` It's really tremendous when you think Ella Fitzgerald is coming from Australia .		in the storm , the tree , which she had seen in the garden , fell down and crashed through the roof of my house . now , i have to get it removed .	in the storm ,  the willow fell down and crashed through the ceiling of my house .  now ,  i have to get   it removed .	In the storm , the roof of my house was crashed through by the tree which fell down . Now , I have to get it removed .	it	23	25	23	32	62	the tree	the willow	the roof	the ceiling	A		
In the storm ,  the tree fell down and crashed through the roof of my house .  Now ,  I have to get   it repaired .	Although the United States and the U.S.S.R. have been arguing whether there shall be four , five or six top assistants , the most important element in the situation is not the number of deputies but the manner in which these deputies are to do their work . In the storm , the tree fell down and crashed through the roof of my house . Now , I have to get it repaired . I'm ruddy lazy , and I'm getting on in years .		in the storm , the tree , which you had seen in the garden , fell down and crashed through the roof of my house . now , i have to get it repaired .	in the storm ,  the willow fell down and crashed through the ceiling of my house .  now ,  i have to get   it repaired .	In the storm , the roof of my house was crashed through by the tree which fell down . Now , I have to get it repaired .	it	23	25	23	32	71	the tree	the willow	the roof	the ceiling	B		
The customer walked into the bank and stabbed one of the tellers .    He was immediately taken to the police station .	The book is by Jerome Weidman and George Abbott , music by Jerry Bock , lyrics by Sheldon Harnick , choreography by Peter Gennaro , scenery , costumes and lighting by William and Jean Eckart , musical direction by Jack Elliott , and the production was directed by Mr. Abbott . The customer walked into the bank and stabbed one of the tellers . He was immediately taken to the police station . Indications as late as the top of the sixth were that the Birds were to end their victory draught as they coasted along with a 3-to-o advantage .		the customer , which you had seen talking to the manager , walked into the bank and stabbed one of the tellers . he was immediately taken to the police station .	the client walked into the bank and stabbed one of the cashiers .    he was immediately taken to the police station .	One of the tellers was stabbed by the customer that walked into the bank . He was immediately taken to the police station .	He	13	15	13	23	64	the customer	the client	the teller	the cashiers	A .		
The customer walked into the bank and stabbed one of the tellers .    He was immediately taken to the hospital .	Only with the more sensual , intense and baroque expressions of Marenzio , Monteverdi and Gesualdo does the singing seem a little superficial . The customer walked into the bank and stabbed one of the tellers . He was immediately taken to the hospital . Easier access .		the customer , which you had seen talking to the manager , walked into the bank and stabbed one of the tellers . he was immediately taken to the hospital .	the client walked into the bank and stabbed one of the cashiers .    he was immediately taken to the hospital .	One of the tellers was stabbed by the customer that walked into the bank . He was immediately taken to the police station .	He	13	15	13	23	37	the customer	the client	the teller	the cashiers	B .		
John was doing research in the library when he heard a man humming and whistling .   He was very annoyed .	Its dangerous effects have been downgraded to the public by some who believe national security requires further testing . John was doing research in the library when he heard a man humming and whistling . He was very annoyed . Just the barest suggestion of a heel is found on teenage pumps .		john , who you know from the aerobics class with that strange man , was doing research in the library when he heard a man humming and whistling . he was very annoyed .	ivan was doing research in the library when he heard a person humming and whistling .   he was very annoyed .	The man who was humming and whistling was heard by John when he was doing research in the library . He was very annoyed .	He	16	20	16	14	35	john	ivan	the man	a person	A		
John was doing research in the library when he heard a man humming and whistling .   He was very annoying .	Too often , unless he hails them , they pass him by . John was doing research in the library when he heard a man humming and whistling . He was very annoying . The taxi driver taking the visitor from the airport remarks that politicians in the state are `` all the same '' .		john , who you know from the aerobics class with that strange man , was doing research in the library when he heard a man humming and whistling . he was very annoying .	ivan was doing research in the library when he heard a person humming and whistling .   he was very annoying .	The man who was humming and whistling was heard by John when he was doing research in the library . He was very annoying .	He	16	20	16	21	29	john	ivan	the man	a person	B		
John was jogging through the park when he saw a man juggling watermelons .  He was very impressed .	The NCTA is well advised to seek funds for this purpose from the present session of Congress . John was jogging through the park when he saw a man juggling watermelons . He was very impressed . or Ken Venturi , who had a somewhat shaky 72 but was bound to do better ; ;		john , which we had seen at the aerobics class with that strange man , was jogging through the park when he saw a man juggling watermelons . he was very impressed .	ivan was jogging through the park when he saw a man juggling watermelons .  he was very impressed .	A man juggling watermelons was seen by John when he was jogging through the park . He was very impressed .	He	14	16	14	21	32	john	ivan	the juggler	the performer	A		
John was jogging through the park when he saw a man juggling watermelons .  He was very impressive .	`` On the other hand , Emory University derives its corporate existence from the State of Georgia . John was jogging through the park when he saw a man juggling watermelons . He was very impressive . A half-dozen other stations in the New York area also bid for attention of the city's Negro population , up about 50 per cent in the past decade .		john , who we know from the aerobics class with that strange man , was jogging through the park when he saw a man juggling watermelons . he was very impressive .	ivan was jogging through the park when he saw a man juggling watermelons .  he was very impressive .	A man juggling watermelons was seen by John when he was jogging through the park . He was very impressive .	He	14	16	14	20	32	john	ivan	the juggler	the performer	B		
Bob collapsed on the sidewalk .  Soon he saw Carl coming to help .   He was very ill .	`` Take a ride on this one '' , Brooks Robinson greeted Hansen as the Bird third sacker grabbed a bat , headed for the plate and bounced a third-inning two-run double off the left-centerfield wall tonight . Bob collapsed on the sidewalk . Soon he saw Carl coming to help . He was very ill . Disapproval of the meeting was based largely on the belief that the timing could hardly be worse .		bob , who we know from the group therapy sessions with marco , collapsed on the sidewalk . soon he saw carl coming to help . he was very ill .	rob collapsed on the sidewalk .  soon he saw ted coming to help .   he was very ill .	Bob collapsed on the sidewalk .  Soon Carl was seen coming to help .  He was very ill .	He	14	14	14	19	52	bob	rob	carl	ted	A		
Bob collapsed on the sidewalk .  Soon he saw Carl coming to help .   He was very concerned .	We are keeping a number of surprises under our hats . Bob collapsed on the sidewalk . Soon he saw Carl coming to help . He was very concerned . The younger boy said the blast knocked him out of bed and against the wall .		bob , which she had seen at the  group therapy sessions with marco , collapsed on the sidewalk . soon he saw carl coming to help . he was very concerned .	rob collapsed on the sidewalk .  soon he saw ted coming to help .   he was very concerned .	Bob collapsed on the sidewalk . Soon Carl was seen coming to help . He was very concerned .	He	14	14	14	20	25	bob	rob	carl	ted	B		
Sam and Amy are passionately in love ,  but Amy's parents are unhappy about it ,  because   they are fifteen .	They play : `` Minor Swing '' , `` Honeysuckle Rose '' , `` Beyond The Sea '' , `` Bricktop '' , `` Heavy Artillery '' , `` Djangology '' , `` After You've Gone '' , `` Where Are You , My Love '' ? ? Sam and Amy are passionately in love , but Amy's parents are unhappy about it , because they are fifteen . They know that they must depend heavily on factors outside their own control .		sam and amy , who she knows from drinks with clara and bob , are passionately in love , but amy's parents are unhappy about it , because they are fifteen .	jay and sally are passionately in love ,  but sally's parents are unhappy about it ,  because   they are fifteen .	-	they	16	-	17	28	64	sam and amy	jay and sally	amy's parents	sally's parents	A		
Sam and Amy are passionately in love ,  but Amy's parents are unhappy about it ,  because   they are snobs .	Interested in detector Sam and Amy are passionately in love , but Amy's parents are unhappy about it , because they are snobs . Welsh coal miners , Communist-led , are up in arms at the suggestion that the steel company bring in American coal .		sam and amy , who you know from drinks with clara and bob , are passionately in love , but amy's parents are unhappy about it , because they are snobs .	jay and sally are passionately in love ,  but sally's parents are unhappy about it ,  because   they are snobs .	-	they	16	-	17	28	19	sam and amy	jay and sally	amy's parents	sally's parents	B		
Mark told Pete many lies about himself ,  which Pete included in his book .   He should have been more  truthful .	He is dedicated to building the nation's strength and , as are all West Germans , to a free Berlin and to reunion with captive East Germany . Mark told Pete many lies about himself , which Pete included in his book . He should have been more truthful . They can hardly restrain themselves from raising the question of whether Republicans , if they had been in power , would have made `` amateurish and monumental blunders '' in Cuba .		mark , which you had seen on the tv show with clark , told pete many lies about himself , which pete included in his book . he should have been more truthful .	eric told richard many lies about himself ,  which richard included in his book .   he should have been more  truthful .	Pete was told many lies by Mark about himself , which Pete included in his book . He should have been more  truthful .	He	15	17	15	27	43	mark	eric	pete	richard	A		
