text_original	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
I took the water bottle out of the backpack so that  it would be handy .	By mid-June , millions of Americans will take to the road on vacation trips up and down and back and forth across this vast and lovely land . Gordon A. Lonsdale , 37 , a mystery man presumed to be Russian although he carries a Canadian passport . I took the water bottle out of the backpack so that it would be handy . His tone is the weakest part of his equipment ; ; `` He almost brought it back all the way '' .		i took the water bottle , which we had seen earlier on the ground , out of the backpack so that it would be handy .	i took thermos out of the tote bag so that  it would be handy .	The water bottle was taken out of the backpack by me so that it would be handy .	it	11	13	10	21	59	the water bottle	thermos	the backpack	the tote bag	A		
I took the water bottle out of the backpack so that  it would be lighter .	Philadelphia permitted him to seek a better connection after he had refused to reconsider his decision to end his career as a player . To bring warmth to the dining area , golden orange tones are used in the fabrics . I took the water bottle out of the backpack so that it would be lighter . What is surprising and pleasant is that Mantle and Maris , under constant pressure from writers and photographers , are trying to be cooperative . Ex-Oriole Clint Courtney , now catching for the A's is all for the American League's 1961 expansion to the West Coast .		i took the water bottle , which he had seen earlier on the ground , out of the backpack so that it would be lighter .	i took thermos out of the tote bag so that  it would be lighter .	The water bottle was taken out of the backpack by me so that it would be lighter .	it	11	13	10	21	52	the water bottle	thermos	the backpack	the tote bag	B		
I couldn't put the pot on the shelf because  it was too tall .	The handwriting is on the wall . During his college career , Dr. Clark was captain of his basketball team and was a football letterman . I couldn't put the pot on the shelf because it was too tall . A recent editorial discussing a labor-management agreement reached between the Southern Pacific Co. and the Order of Railroad Telegraphers has been criticized on the grounds that it was not based on complete information . The game opened a busy week for Washington .		i couldn't put the pot , which he had seen under the sink , on the shelf because it was too tall .	i couldn't put the saucepan on the rack because  it was too tall .	The pot couldn't be put on the self by me because it was too tall .	it	9	11	9	18	35	the pot	the saucepan	the shelf	the rack	A		
I couldn't put the pot on the shelf because  it was too high .	And so the young minister resigned , to go and study and pray , having never passed a day , he told his parishioners , when `` I did not gain from you far more than I ever gave to you '' . Well , Dietrich won't budge from McCormick Place . I couldn't put the pot on the shelf because it was too high . Mitchell was for using it , Jones against , and Sen. Wayne Dumont Jr. R-Warren did not mention it when the three Republican gubernatorial candidates spoke at staggered intervals before 100 persons at the Park Hotel . What better affirmative step could be taken to this end than repeal of the Connally amendment -- an act which could expose the United States to no practical risk yet would put an end to our self-judging attitude toward the court , enable us to utilize it , and advance in a tangible way the cause of international law and order ? ?		i couldn't put the pot , which we had seen under the sink , on the shelf because it was too high .	i couldn't put the saucepan on the rack because  it was too high .	The pot couldn't be put on the self by me because it was too high .	it	9	11	9	18	61	the pot	the saucepan	the shelf	the rack	B		
I'm sure that my map will show this building ; it is very good .	He declared on March 25 that the United States had erred a year and a half ago by `` encouraging the removal '' of Prince Souvanna . -- President Kennedy today proposed a mammoth new medical care program whereby social security taxes on 70 million American workers would be raised to pay the hospital and some other medical bills of 14.2 million Americans over 65 who are covered by social security or railroad retirement programs . I'm sure that my map will show this building ; it is very good . `` Same thing '' , he said . Negro lawyers dug into the records of 300 white students , found that many were hardly interviewed at all -- and few had academic records as good as Hamilton Holmes .		I'm sure that my map , which I drew up before I started travelling , will show this building ; it is very good .	i'm sure that my sketch will show this edifice ;   it is very good .	I'm sure that the building will be shown by my map ; it is very good .	it	10	12	10	20	86	the map	the sketch	the building	the edifice	A		
I'm sure that my map will show this building ; it is very famous .	The Providence Sunday Journal article ( Jan. 29 ) asking whether American taxpayers are being victimized by a gigantic giveaway to pay for the care of war veterans who have non-service-connected disabilities sounds as though The Providence Journal is desperate for news . And to keep athletes' stomachs from getting jumpy under physical duress , he bans all highly flavored condiments . I'm sure that my map will show this building ; it is very famous . He's hitting the ball hard , in the batting cage , and his whole attitude is improved over this time last year . He expressed surprise to learn that pretty , blonde Patricia Holbrook , 16 , of Mount Rainier , had attended the Joseph P. Kennedy School for the Handicapped in Boston .		I'm sure that my map , which I drew up before I started travelling , will show this building ; it is very famous .	i'm sure that my sketch will show this edifice ;   it is very famous .	I'm sure that the building will be shown by my map ; it is very famous .	it	10	12	10	20	72	the map	the sketch	the building	the edifice	B		
Bob paid for Charlie's college education .   He is very generous .	But Mr. Podger and the driver of the sports car waved at each other . Vast spraying programs conducted by `` technicians with narrow training and little wisdom '' are endangering crops and wildlife , Carl W. Buchheister , president of the National Audubon Society , said today . Bob paid for Charlie's college education . He is very generous . For that reason any democratic reform and effort to bring genuine representative government to the Dominican Republic will need the greatest sympathy and help . They're contaminating the earth's atmosphere including their own via mighty megaton bombs but their own peasants still don't know about it ! !		bob , who we had discussed raising funding for john with , paid for charlie's college education . he is very generous .	dan paid for justin's college education .   he is very generous .	Charlie's college education was paid for by Bob . He is very generous .	He	7	9	7	18	56	bob	dan	charlie	justin	A .		
Bob paid for Charlie's college education .   He is very grateful .	Plainfield The opening session of the 5-day session will begin at 10 a.m. today . Bob paid for Charlie's college education . He is very grateful . Agriculture Department economists estimate the Government this year will hand farmers $1.4 billion in special subsidies and incentive payments , well above the record $1.1 billion of 1958 and about double the $639 million of 1960 . The President asks the support and cooperation of Congress in his efforts through the enactment of legislation to provide federal grants to states for specified efforts in combating this disturbing crime trend .		bob , who you had discussed raising funding for john with , paid for charlie's college education . he is very grateful .	dan paid for justin's college education .   he is very grateful .	Charlie's college education was paid for by Bob . He is very grateful .	He	7	9	7	18	22	bob	dan	charlie	justin	B .		
Bob paid for Charlie's college education ,  but now Charlie acts as though it never happened .    He is very hurt .	Hengesbach has been living under a cloud ever since . The principal of the school announced that -- despite the help of private tutors in Hollywood and Philadelphia -- Fabian is a 10-o'clock scholar in English and mathematics . Bob paid for Charlie's college education , but now Charlie acts as though it never happened . He is very hurt . And in England , after the Restoration , the body of Cromwell was disinterred and hanged at Tyburn . And he caused the fumble that set up our touchdown .		bob , who you had discussed raising funding for john with , paid for charlie's college education , but now charlie acts as though it never happened . he is very hurt .	dan paid for justin's college education ,  but now justin acts as though it never happened .    he is very hurt .	Charlie's college education was paid for by Bob , but now Charlie acts as though it never happened . He is very hurt .	He	16	19	17	28	55	bob	dan	charlie	justin	A .		
Bob paid for Charlie's college education ,  but now Charlie acts as though it never happened .    He is very ungrateful .	The most positive element to emerge from the Oslo meeting of North Atlantic Treaty Organization Foreign Ministers has been the freer , franker , and wider discussions , animated by much better mutual understanding than in past meetings . The Murray Co. of Texas , Inc. , originated in Dallas in 1896 . Bob paid for Charlie's college education , but now Charlie acts as though it never happened . He is very ungrateful . Moscow TASS in Russian datelined Sochi : This time the initiative came , in part at least , from Washington .		bob , who we had discussed raising funding for john with , paid for charlie's college education , but now charlie acts as though it never happened . he is very ungrateful .	dan paid for justin's college education ,  but now justin acts as though it never happened .    he is very ungrateful .	Charlie's college education was paid for by Bob , but now Charlie acts as though it never happened . He is very ungrateful .	He	16	19	17	28	69	bob	dan	charlie	justin	B .		
Bob was playing cards with Adam and was way ahead .  If Adam hadn't had a sudden run of good luck , he would have won .	Bundle centers Sparrow-size Virginia Gibson , with sparkling blue eyes and a cheerful smile , made a suitably perky Amy , while Melisande Congdon , as the real aunt , was positively monumental in the very best Gibson Girl manner . Bob was playing cards with Adam and was way ahead . If Adam hadn't had a sudden run of good luck , he would have won . It is one of the rare public ventures here on which nearly everyone is agreed . After Thursday's open date , Solly plans to open with Larry Jackson against the Cubs here Friday night .		bob , who you know from the dinner party at perry's , was playing cards with adam and was way ahead . if adam hadn't had a sudden run of good luck , he would have won .	dan was playing cards with dirk and was way ahead .  if dirk hadn't had a sudden run of good luck , he would have won .	-	he	21	-	22	33	62	bob	dan	adam	dirk	A		
Bob was playing cards with Adam and was way ahead .  If Adam hadn't had a sudden run of good luck , he would have lost .	Meanwhile , after 24 years in the Senate , Rhode Island's durable Democrat Theodore Francis Greene -- having walked , swum and cerebrated himself to the hearty age of 93 -- left that august body ( voluntarily , because he could surely have been re-elected had he chosen to run again last November ) , as the oldest man ever to serve in the Senate . From this belief is derived the practical orientation of our policy on the `` uncommitted '' ( `` neutralist '' , `` contested '' ) nations , especially on those whose leaders make the most noise -- Nehru , Tito , Nkrumah , Sukarno , Betancourt , etc. . Bob was playing cards with Adam and was way ahead . If Adam hadn't had a sudden run of good luck , he would have lost . ' know enough to sue ' The girls are charming children and the men are wonderfully vital and engaging youngsters .		bob , who you know from the dinner party at perry's , was playing cards with adam and was way ahead . if adam hadn't had a sudden run of good luck , he would have lost .	dan was playing cards with dirk and was way ahead .  if dirk hadn't had a sudden run of good luck , he would have lost .	-	he	21	-	22	33	136	bob	dan	adam	dirk	B		
Adam can't leave work here until Bob arrives to replace him .  If Bob had left home for work on time ,    he would be gone by this time .	Even with the increase in funds for the next fiscal year , Georgia will be spending only around $3.15 per day per patient . We cannot consider ourselves educated if we do not read ; ; Adam can't leave work here until Bob arrives to replace him . If Bob had left home for work on time , he would be gone by this time . `` I've been here so many times I couldn't count them '' . Former Vice-President Richard M. Nixon in Detroit called for a firmer and tougher policy toward the Soviet Union .		adam , who you know from a class taught by noam in college , can't leave work here until bob arrives to replace him . if bob had left home for work on time , he would be gone by this time .	lance can't leave work here until rob arrives to replace him .  if rob had left home for work on time ,    he would be gone by this time .	-	he	22	-	22	35	58	adam	lance	bob	rob	A		
Adam can't leave work here until Bob arrives to replace him .  If Bob had left home for work on time ,    he would be here by this time .	The First Christian Church of Pampa was the setting for the wedding last Sunday of Miss Marcile Marie Glison and Thomas Earl Loving Jr. , who will live at 8861 Gaston after a wedding trip to New Orleans , La. The three fats have similar caloric values ( about 265 calories per oz. ) , but each exerts a radically different influence on blood cholesterol . Adam can't leave work here until Bob arrives to replace him . If Bob had left home for work on time , he would be here by this time . today there are 48,500 . The widely known financial firm has 60 days to spell out the terms of its contract .		adam , who you know from a class taught by noam in college , can't leave work here until bob arrives to replace him . if bob had left home for work on time , he would be here by this time .	lance can't leave work here until rob arrives to replace him .  if rob had left home for work on time ,    he would be here by this time .	-	he	22	-	22	35	88	adam	lance	bob	rob	B		
If the con artist had succeeded in fooling Sam ,  he would have gotten a lot of money .	`` A Night in New Orleans '' is the gayety planned by members of the Thrift Shop Committee for May 6 at Philmont Country Club . Old , tired , trembling the woman came to the cannery . If the con artist had succeeded in fooling Sam , he would have gotten a lot of money . Spot retains the same decor although crystal chandeliers have been installed above the terrace dining area , and the kitchen has undergone a remodeling job . Since two of these could be trustees of the college , actually it would be necessary to have the consent of only one elected official to impose a levy of millions of dollars of tax revenue .		if the con artist , who we had discussed the legal position of with jack , had succeeded in fooling sam , he would have gotten a lot of money .	if the fraudster had succeeded in fooling terry ,  he would have gotten a lot of money .	-	he	10	-	9	22	48	the con artist	the fraudster	sam	terry	A		
If the con artist had succeeded in fooling Sam ,  he would have lost a lot of money .	Not a corner has been visibly cut in this one . I visited the bank in March and wrote a story about the situation . If the con artist had succeeded in fooling Sam , he would have lost a lot of money . Harvey B. Stevens of Kenilworth will give his niece in marriage . The ceremony ended with the laying of a wreath at the crypt of Pike in the House of the Temple .		if the con artist , who he had discussed the legal position of with jack , had succeeded in fooling sam , he would have lost a lot of money .	if the fraudster had succeeded in fooling terry ,  he would have lost a lot of money .	-	he	10	-	9	6	35	the con artist	the fraudster	sam	terry	B		
It was a summer afternoon ,  and the dog was sitting in the middle of the lawn .  After a while ,  it got up and moved to a spot under the tree ,  because  it was hot .	All polemic of ours should , I believe , be either very broad statements of contrast , or fine points treated singly , and as far as possible impersonally . Dr. Lyttleton backs the theory that we live in an electric universe and this theory starts with the behavior of protons and electrons . It was a summer afternoon , and the dog was sitting in the middle of the lawn . After a while , it got up and moved to a spot under the tree , because it was hot . Secondly , the VA physician knows that when the patient leaves the hospital , he is no longer going to have a chance to visit his patient . These are the results .		it was a summer afternoon , and the dog , which she had seen in the living room , was sitting in the middle of the lawn . after a while , it got up and moved to a spot under the tree , because it was hot .	it was a summer afternoon ,  and the canine was sitting in the middle of the lawn .  after a while ,  it got up and moved to a spot under the bush ,  because  it was hot .	It was a summer afternoon , and the lawn was sat in the middle of by the dog . After a while , it got up and moved to a spot under the tree , because it was hot .	it	34	36	35	32	88	the dog	the canine	the spot under the tree	the spot under bush	A		
It was a summer afternoon ,  and the dog was sitting in the middle of the lawn .  After a while ,  it got up and moved to a spot under the tree ,  because  it was cooler .	Hayes said that if a way can be found to deal effectively with short-term capital movements between nations , `` there is no reason , in my judgment why the international financial system cannot work satisfactorily for at least the foreseeable future '' . Traffic in the next lane appears to be moving more smoothly so he pokes a tentative fender into Lane B , which is heavily populated by cars also moving at 70 m.p.h. . It was a summer afternoon , and the dog was sitting in the middle of the lawn . After a while , it got up and moved to a spot under the tree , because it was cooler . Dolores Hart , is charming in a leading role , and quite believable . None of the Trujillo family remains .		it was a summer afternoon , and the dog , which she had seen in the living room , was sitting in the middle of the lawn . after a while , it got up and moved to a spot under the tree , because it was cooler .	it was a summer afternoon ,  and the canine was sitting in the middle of the lawn .  after a while ,  it got up and moved to a spot under the bush ,  because  it was cooler .	It was a summer afternoon , and the lawn was sat in the middle of by the dog . After a while , it got up and moved to a spot under the tree , because it was cooler .	it	34	36	35	32	111	the dog	the canine	the spot under the tree	the spot under bush	B		
The cat was lying by the mouse hole waiting for the mouse ,  but it was too impatient .	Face Of A Hero ( closed ) , based on a Pierre Boulle novel . Five held for trial The cat was lying by the mouse hole waiting for the mouse , but it was too impatient . Karen Kolb , Franklin ; ; The department needs a clearer `` sense of direction '' at the top and it needs fewer , but better , people , Sen. Jackson says .		the cat , which we had seen running away from the dog , was lying by the mouse hole waiting for the mouse , but it was too impatient .	the feline was lying by the rodent hole waiting for the rodent ,  but it was too impatient .	The mouse was waited for by lying by the cat lying by the mouse hole ,  but it was too impatient .	it	14	17	14	25	33	the cat	the feline	the mouse	the rodent	A		
The cat was lying by the mouse hole waiting for the mouse ,  but it was too cautious .	Hirsch's Scapin is healthy , cheerful , energetic , revelling in his physical agility and his obvious superiority to the young gentlemen whom he serves . The '52 Cards were 6-7 on May 1 but ended with 88 triumphs , the club's top since 1949 . The cat was lying by the mouse hole waiting for the mouse , but it was too cautious . Ramsey has stoked up Harry Truman , Henry Cabot Lodge , the King of Morocco , Clement Atlee and other shiny characters . `` That will be $1.80 '' , said the gas station man .		the cat , which she had seen running away from the dog , was lying by the mouse hole waiting for the mouse , but it was too cautious .	the feline was lying by the rodent hole waiting for the rodent ,  but it was too cautious .	The mouse was waited for by lying by the cat lying by the mouse hole , but it was too cautious .	it	14	17	14	25	60	the cat	the feline	the mouse	the rodent	B		
Anne gave birth to a daughter last month . She is a very charming woman .	Taylor , president and voting stockholder of Taylor and Co. , Beverly Hills , has been active in the securities business since 1925 . Even with all possible precaution , homecomings are usually rather cruel and sad , and only the perpetually ebullient and the continually optimistic are made happy by them . Anne gave birth to a daughter last month . She is a very charming woman . Mr. Verreau began shakily , with a voice that tended toward an unpleasant whiteness when pushed beyond middle volume . He hooked the next two out of bounds on the opposite side .		anne , who you know from the yoga class at patty's  , gave birth to a daughter last month . she is a very charming woman .	patty gave birth to a daughter last month . she is a very charming woman .	A daughter was given birth to by Anne last month . She is a very charming woman .	She	9	11	9	3	62	anne	patty	anne's daughter	patty's daughter	A		
Anne gave birth to a daughter last month . She is a very charming baby .	This is drama enough . A catalogue is available on request . Anne gave birth to a daughter last month . She is a very charming baby . Sheets said that his proposed law would offer state financing aid for the purchase of voting machines , enabling counties to repay the loan over a 10-year period without interest or charge . The research center of the University's School of Business and Public Administration is prepared to undertake the analysis Dr. Ellis has been talking about .		anne , who we know from the yoga class at patty's  , gave birth to a daughter last month . she is a very charming baby .	patty gave birth to a daughter last month . she is a very charming baby .	A daughter was given birth to by Anne last month . She is a very charming baby .	She	9	11	9	20	21	anne	patty	anne's daughter	patty's daughter	B		
Alice tried frantically to stop her daughter from chatting at the party ,  leaving us to wonder why she was behaving so strangely .	Another result is that buyers are tending to bid up the prices of these tax-exempt bonds . Evegeni Dubovskoi conducted an exceptionally large orchestra , one containing excellent soloists -- the violin solos by the concertmaster , Guy Lumia , were especially fine -- but one in which the core of traveling players and the body of men added locally had not had time to achieve much unity . Alice tried frantically to stop her daughter from chatting at the party , leaving us to wonder why she was behaving so strangely . We had a couple of schools in this country , the principal one being on the Marshall Field estate out in Lloyd's Neck . He did not let the strings , for instance , weep , whine or get hysterical .		alice , who you know from the dinner party at ella's , tried frantically to stop her daughter from chatting at the party , leaving us to wonder why she was behaving so strangely .	cora tried frantically to stop her daughter from chatting at the party ,  leaving us to wonder why she was behaving so strangely .	-	she	17	-	18	29	86	alice	Cora	alice's daughter	Cora's daughter	A		
Alice tried frantically to stop her daughter from barking at the party ,  leaving us to wonder why she was behaving so strangely .	At a recent meeting of the Women's Association of the Trumbull Ave. United Presbyterian Church , considerable use was made of material from The Detroit News on the King James version of the New Testament versus the New English Bible . Triandos hasn't proved it yet , but he says he's convinced his thumb is all right . Alice tried frantically to stop her daughter from barking at the party , leaving us to wonder why she was behaving so strangely . The first was the commune program , which will ensure agricultural poverty for years . There are other dangers :		alice , who you know from the dinner party at ella's , tried frantically to stop her daughter from barking at the party , leaving us to wonder why she was behaving so strangely .	cora tried frantically to stop her daughter from barking at the party ,  leaving us to wonder why she was behaving so strangely .	-	she	17	-	18	29	75	alice	Cora	alice's daughter	Cora's daughter	B		
I saw Jim yelling at some guy in a military uniform with a huge red beard .  I don't know why he was ,  but he looked very unhappy .	When the stock exchange opened this morning , many dealers were quick to purchase shares in Douglas , Lockheed and United Aircraft and prices rose substantially . a pesticides co-ordination act ; ; I saw Jim yelling at some guy in a military uniform with a huge red beard . I don't know why he was , but he looked very unhappy . A cheery smile , a compassionate interest in others and a practical down-to-earth approach . Deadlock on tests		i saw jim , who you had discussed ryan's sitiuation with , yelling at some guy in a military uniform with a huge red beard . i don't know why he was , but he looked very unhappy .	i saw julio yelling at some man in a military uniform with a huge red beard .  i don't know why he was ,  but he looked very unhappy .	Jim was seen by me yelling at some guy in a military uniform with a huge red beard . I don't know why he was , but he looked very unhappy .	he	21	23	21	30	54	jim	julio	the guy in uniform	the man in uniform	A		
I saw Jim yelling at some guy in a military uniform with a huge red beard .  I don't know who he was ,  but he looked very unhappy .	The angriest young man in Newport last night was at the Playhouse , where `` Epitaph For George Dillon '' opened as the jazz festival closed . The New York Central also has asked the ICC to permit it to gain control of the B & Aj . I saw Jim yelling at some guy in a military uniform with a huge red beard . I don't know who he was , but he looked very unhappy . John Pezza , 69 , of 734 Hartford Avenue , Providence , complained of shoulder pains after an accident in which a car he was driving collided with a car driven by Antonio Giorgio , 25 , of 12 DeSoto St. , Providence , on Greenville Avenue and Cherry Hill Road in Johnston yesterday . Vandiver likely will mention the $100 million highway bond issue approved earlier in the session as his first priority item .		i saw jim , who you had discussed ryan's sitiuation with , yelling at some guy in a military uniform with a huge red beard . i don't know who he was , but he looked very unhappy .	i saw julio yelling at some man in a military uniform with a huge red beard .  i don't know who he was ,  but he looked very unhappy .	Jim was seen by me yelling at some guy in a military uniform with a huge red beard . I don't know who he was , but he looked very unhappy .	he	21	23	21	30	69	jim	julio	the guy in uniform	the man in uniform	B		
The fish ate the worm .   It was hungry .	Possibly responsible for this is the incoming trend toward multicolor schemes in rooms , which seems slated to replace the one-color look to which we have been accustomed . Questions shelters The fish ate the worm . It was hungry . It was expected that the comparison of different approaches to ethics would produce a better grasp of each other's positions and better comprehension of one's own . Handsome bachelor Charley was a favorite date of many of Hollywood's glamor gals for years .		the fish , which she had seen swim by the jellyfish , ate the worm . it was hungry .	the fish ate the roundworm .   it was hungry .	The worm was eaten by the fish . It was hungry .	It	6	8	6	16	37	the fish	the fish	the worm	the roundworm	A		
The fish ate the worm .   It was tasty .	She asked if I had other advice and , heady with success , I rushed it in , I hope not too late . Douglas has voted for aid to Communists and for the destruction of individual freedom ( public housing , foreign aid , etc. ) . The fish ate the worm . It was tasty . Brahm's Sonata in A , although also vigorous , stood up well under the two artists' strong , large-scale treatment . This may be opera bouffe now , but it will become more serious should the cold war mount in frenzy .		the fish , which you had seen swim by the jellyfish , ate the worm . it was tasty .	the fish ate the roundworm .   it was tasty .	The worm was eaten by the fish . It was tasty .	It	6	8	6	16	54	the fish	the fish	the worm	the roundworm	B		
I was trying to open the lock with the key ,  but someone had filled the keyhole with chewing gum ,  and I couldn't get   it in .	He was found guilty of reckless driving yesterday by Traffic Judge George T. Murphy , who continued his no-driving probation for another year and ordered him to spend 15 days in the Detroit House of Correction . They are accused of whisking secrets out of naval strongrooms over which they kept guard . I was trying to open the lock with the key , but someone had filled the keyhole with chewing gum , and I couldn't get it in . `` When you came up to the majors , did you seek out Williams for advice '' ? ? In San Francisco Bay , winds are gusty and undependable during this season .		i was trying to open the lock with the key , that is mentioned in the the instruction manual , , but someone had filled the keyhole with chewing gum , and i couldn't get it in .	i was trying to open the lock with the masterkey ,  but someone had filled the hole with bubble gum ,  and i couldn't get   it in .	I was trying to open the lock with the key , but the keyhole had been filled with chewing gum by someone , and I couldn't get it in .	it	25	27	25	35	78	the key	the masterkey	the chewing gum	the bubble gum	A		
I was trying to open the lock with the key ,  but someone had filled the keyhole with chewing gum ,  and I couldn't get   it out .	Did Low decide to let well enough alone when he made his selections ? ? Thomas early Sunday went to the home of his uncle and aunt , Mr. and Mrs. R. C. Thomas , 511 Blanche St. , NW , looking for his wife , Margaret Lou Thomas , 18 , and their 11-month-old baby . I was trying to open the lock with the key , but someone had filled the keyhole with chewing gum , and I couldn't get it out . structurally , the U.N. is still fluid , vulnerable to the pressures that its new and enlarged membership are bringing to bear upon it . He was taken to University Hospital in a municipal ambulance .		i was trying to open the lock with the key , that is mentioned in the the instruction manual , , but someone had filled the keyhole with chewing gum , and i couldn't get it out .	i was trying to open the lock with the masterkey ,  but someone had filled the hole with bubble gum ,  and i couldn't get   it out .	I was trying to open the lock with the key , but the keyhole had been filled with chewing gum by someone , and I couldn't get it out .	it	25	27	25	35	82	the key	the masterkey	the chewing gum	the bubble gum	B		
The dog chased the cat ,  which ran up a tree .    It waited at the bottom .	His firm hand will be desperately missed . Her position covers a number of daily tasks common to any social director . The dog chased the cat , which ran up a tree . It waited at the bottom . This time , added to that which I had already spent in school prior to my induction in 1954 , makes a total of twenty-two ( 22 ) years of education . President Kennedy , in signing the relief measure into law , stressed he regarded it as an exception .		the dog , which you had seen barking at the bird , chased the cat , which ran up a tree . it waited at the bottom .	the canine chased the feline ,  which ran up a tree .    it waited at the bottom .	The cat was chased by the dog , which ran up a tree . It waited at the bottom .	It	12	14	12	22	34	the dog	the canine	the cat	the feline	A		
The dog chased the cat ,  which ran up a tree .    It waited at the top .	Whether it is or not , the propaganda impact on the free world of the document scheduled to be adopted at this meeting will be far less than had been originally anticipated . This kind of cooperation is not wholly new , of course . The dog chased the cat , which ran up a tree . It waited at the top . But Player was only one stroke back , with a 69 . The resolution further asked that polling place proprietors affix an attachment to their premises for the display of the flag .		the dog , which she had seen barking at the bird , chased the cat , which ran up a tree . it waited at the top .	the canine chased the feline ,  which ran up a tree .    it waited at the top .	The cat was chased by the dog , which ran up a tree . It waited at the top .	It	12	14	12	22	57	the dog	the canine	the cat	the feline	B		
In the storm ,  the tree fell down and crashed through the roof of my house .  Now ,  I have to get   it removed .	Charlayne studied journalism at Detroit's Wayne State University . There has been more activity across the state line in Massachusetts than in Rhode Island in recent weeks toward enforcement of the Sunday sales laws . In the storm , the tree fell down and crashed through the roof of my house . Now , I have to get it removed . It is being fought , moreover , in fairly close correspondence with the predictions of the soothsayers of the think factories . The plane should have started at the scheduled time and left Sinatra and Martin to guzzle .		in the storm , the tree , which she had seen in the garden , fell down and crashed through the roof of my house . now , i have to get it removed .	in the storm ,  the willow fell down and crashed through the ceiling of my house .  now ,  i have to get   it removed .	In the storm , the roof of my house was crashed through by the tree which fell down . Now , I have to get it removed .	it	23	25	23	32	58	the tree	the willow	the roof	the ceiling	A		
In the storm ,  the tree fell down and crashed through the roof of my house .  Now ,  I have to get   it repaired .	In 1958 , the Birds were 3-10 on May 1 . The schools could use the money to pay 4-year scholarships , based on need , of up to $2,000 a year per student . In the storm , the tree fell down and crashed through the roof of my house . Now , I have to get it repaired . Sunday New Orleans brunches continue at the Trade Winds but the daily French buffets have been called off . The Court limited its decision to the tax issue involved , commenting : `` It is not our province to pass judgment on the morality of the transaction '' .		in the storm , the tree , which you had seen in the garden , fell down and crashed through the roof of my house . now , i have to get it repaired .	in the storm ,  the willow fell down and crashed through the ceiling of my house .  now ,  i have to get   it repaired .	In the storm , the roof of my house was crashed through by the tree which fell down . Now , I have to get it repaired .	it	23	25	23	32	58	the tree	the willow	the roof	the ceiling	B		
The customer walked into the bank and stabbed one of the tellers .    He was immediately taken to the police station .	If the Southerners were sufficiently aroused , they could very well cut the Kennedy legislative program to ribbons from their vantage point of committee chairmanships , leaving Sam Rayburn leading a truncated , unworkable party . Suez ? ? The customer walked into the bank and stabbed one of the tellers . He was immediately taken to the police station . Thus there was really an excess of eighteenth-century charm as one of these light-weight pieces followed another on Saturday night . Here and there		the customer , which you had seen talking to the manager , walked into the bank and stabbed one of the tellers . he was immediately taken to the police station .	the client walked into the bank and stabbed one of the cashiers .    he was immediately taken to the police station .	One of the tellers was stabbed by the customer that walked into the bank . He was immediately taken to the police station .	He	13	15	13	23	52	the customer	the client	the teller	the cashiers	A .		
The customer walked into the bank and stabbed one of the tellers .    He was immediately taken to the hospital .	he may break with China ( which would be infernally difficult and perhaps disastrous ) , or he may succeed , by all kinds of dangerous concessions , in persuading China to be patient . Explosion avoided The customer walked into the bank and stabbed one of the tellers . He was immediately taken to the hospital . Rev. DeWitt Clemens , pastor of the Mathewson Street Methodist Church ; ; Important aspects of the Kennedy textile plans are these :		the customer , which you had seen talking to the manager , walked into the bank and stabbed one of the tellers . he was immediately taken to the hospital .	the client walked into the bank and stabbed one of the cashiers .    he was immediately taken to the hospital .	One of the tellers was stabbed by the customer that walked into the bank . He was immediately taken to the police station .	He	13	15	13	23	50	the customer	the client	the teller	the cashiers	B .		
John was doing research in the library when he heard a man humming and whistling .   He was very annoyed .	Still , the network's willingness to experiment in this musical field is to be commended , and future essays happily anticipated . But Jackie had gone into the station . John was doing research in the library when he heard a man humming and whistling . He was very annoyed . The roar of Palmer's gallery as he sank a thrilling putt would roll out across the parklike landscape of Augusta , only to be answered moments later by the roar of Player's gallery for a similar triumph . However , the confession , which was the only evidence against him , was retracted before the trial .		john , who you know from the aerobics class with that strange man , was doing research in the library when he heard a man humming and whistling . he was very annoyed .	ivan was doing research in the library when he heard a person humming and whistling .   he was very annoyed .	The man who was humming and whistling was heard by John when he was doing research in the library . He was very annoyed .	He	16	20	16	14	46	john	ivan	the man	a person	A		
John was doing research in the library when he heard a man humming and whistling .   He was very annoying .	High blood pressure can get the best of any of us . Indeed , from the moment the reports of the coming issue first started circulating in Dallas last January , the inquiries and demand for the stock started building up . John was doing research in the library when he heard a man humming and whistling . He was very annoying . Each year , reports the American Medical Association , ten million Americans spend $900 million on vitamins , tonics and other food supplements . The aged care plan carries these benefits for persons over 65 who are under the social security and railroad retirement systems : 1		john , who you know from the aerobics class with that strange man , was doing research in the library when he heard a man humming and whistling . he was very annoying .	ivan was doing research in the library when he heard a person humming and whistling .   he was very annoying .	The man who was humming and whistling was heard by John when he was doing research in the library . He was very annoying .	He	16	20	16	21	58	john	ivan	the man	a person	B		
